target_id1	target_id2	similarity_score	year
2000_tarov102852	2000_tarov67514	0.250091	2000
2000_tarov102852	2000_tarov67612	0.036732	2000
2000_tarov102852	2000_tarov67645	0.337996	2000
2000_tarov102852	2000_tarov67661	0.219373	2000
2000_tarov102852	2000_tarov67718	0.590137	2000
2000_tarov102852	2000_tarov67740	0.361770	2000
2000_tarov102852	2000_tarov67761	0.076537	2000
2000_tarov102852	2000_tarov67912	0.209029	2000
2000_tarov102852	2000_tarov68089	0.489752	2000
2000_tarov102852	2000_tarov68279	0.255826	2000
2000_tarov102852	2000_tarov68320	0.417870	2000
2000_tarov102852	2000_tarov68404	0.193743	2000
2000_tarov102852	2000_tarov68480	0.469591	2000
2000_tarov102852	2000_tarov68515	-0.057818	2000
2000_tarov102852	2000_tarov68557	0.355290	2000
2000_tarov102852	2000_tarov68613	0.235046	2000
2000_tarov102852	2000_tarov68670	0.188857	2000
2000_tarov102852	2000_tarov68683	0.251334	2000
2000_tarov102852	2000_tarov68722	0.315884	2000
2000_tarov102852	2000_tarov68888	0.239068	2000
2000_tarov102852	2000_tarov69119	0.298332	2000
2000_tarov102852	2000_tarov69378	0.199834	2000
2000_tarov102852	2000_tarov69564	0.009351	2000
2000_tarov102852	2000_tarov69582	0.379527	2000
2000_tarov102852	2000_tarov69653	0.209724	2000
2000_tarov102852	2000_tarov69703	0.335777	2000
2000_tarov102852	2000_tarov69723	0.294712	2000
2000_tarov102852	2000_tarov69763	0.010149	2000
2000_tarov102852	2000_tarov69860	0.280432	2000
2000_tarov102852	2000_tarov69933	0.214593	2000
2000_tarov102852	2000_tarov70145	0.118092	2000
2000_tarov102852	2000_tarov70280	0.274437	2000
2000_tarov102852	2000_tarov70342	0.345648	2000
2000_tarov102852	2000_tarov70404	0.002762	2000
2000_tarov102852	2000_tarov70663	0.384652	2000
2000_tarov102852	2000_tarov70680	0.128833	2000
2000_tarov102852	2000_tarov70973	0.087828	2000
2000_tarov102852	2000_tarov70983	0.263611	2000
2000_tarov102852	2000_tarov71118	0.370596	2000
2000_tarov102852	2000_tarov71247	-0.068056	2000
2000_tarov102852	2000_tarov71260	0.186808	2000
2000_tarov102852	2000_tarov71551	0.308183	2000
2000_tarov102852	2000_tarov71664	-0.031977	2000
2000_tarov102852	2000_tarov71681	0.468012	2000
2000_tarov102852	2000_tarov71941	0.429780	2000
2000_tarov102852	2000_tarov72068	-0.059474	2000
2000_tarov102852	2000_tarov72222	0.219676	2000
2000_tarov102852	2000_tarov72272	0.386860	2000
2000_tarov102852	2000_tarov72388	0.502650	2000
2000_tarov102852	2000_tarov72401	-0.048896	2000
2000_tarov102852	2000_tarov72639	0.241206	2000
2000_tarov102852	2000_tarov72672	0.532338	2000
2000_tarov102852	2000_tarov72687	-0.035806	2000
2000_tarov102852	2000_tarov72725	0.026781	2000
2000_tarov102852	2000_tarov72729	0.174294	2000
2000_tarov102852	2000_tarov73048	0.340535	2000
2000_tarov102852	2000_tarov73161	0.016808	2000
2000_tarov102852	2000_tarov73172	0.380032	2000
2000_tarov102852	2000_tarov73182	0.249277	2000
2000_tarov102852	2000_tarov73256	0.659856	2000
2000_tarov102852	2000_tarov73258	0.415444	2000
2000_tarov102852	2000_tarov73259	0.274401	2000
2000_tarov102852	2000_tarov73307	0.263788	2000
2000_tarov102852	2000_tarov73338	0.050567	2000
2000_tarov102852	2000_tarov73381	0.384124	2000
2000_tarov102852	2000_tarov73386	0.268271	2000
2000_tarov102852	2000_tarov73429	0.095713	2000
2000_tarov102852	2000_tarov73436	0.400998	2000
2000_tarov102852	2000_tarov73487	0.334138	2000
2000_tarov102852	2000_tarov73500	0.398488	2000
2000_tarov102852	2000_tarov73572	0.413901	2000
2000_tarov102852	2000_tarov73605	0.105527	2000
2000_tarov102852	2000_tarov73680	0.140398	2000
2000_tarov102852	2000_tarov73873	0.297473	2000
2000_tarov102852	2000_tarov74008	0.399302	2000
2000_tarov102852	2000_tarov74029	0.547234	2000
2000_tarov102852	2000_tarov74101	0.398352	2000
2000_tarov102852	2000_tarov74147	0.540034	2000
2000_tarov102852	2000_tarov74252	0.228403	2000
2000_tarov102852	2000_tarov74331	0.242116	2000
2000_tarov102852	2000_tarov74407	0.383730	2000
2000_tarov102852	2000_tarov74456	0.225457	2000
2000_tarov102852	2000_tarov74574	0.288727	2000
2000_tarov102852	2000_tarov74647	0.190074	2000
2000_tarov102852	2000_tarov74739	0.135764	2000
2000_tarov102852	2000_tarov74880	0.335244	2000
2000_tarov102852	2000_tarov74989	0.194869	2000
2000_tarov102852	2000_tarov74993	0.375033	2000
2000_tarov102852	2000_tarov75069	0.338502	2000
2000_tarov102852	2000_tarov75714	0.374341	2000
2000_tarov102852	2000_tarov75753	0.170461	2000
2000_tarov102852	2000_tarov75835	0.232911	2000
2000_tarov102852	2000_tarov75869	0.476822	2000
2000_tarov102852	2000_tarov75990	0.197590	2000
2000_tarov102852	2000_tarov76060	0.220760	2000
2000_tarov102852	2000_tarov76169	0.204264	2000
2000_tarov102852	2000_tarov76261	0.111237	2000
2000_tarov102852	2000_tarov76298	0.274748	2000
2000_tarov102852	2000_tarov76383	0.341719	2000
2000_tarov102852	2000_tarov76413	0.184489	2000
2000_tarov102852	2000_tarov76520	0.098838	2000
2000_tarov102852	2000_tarov76723	0.430068	2000
2000_tarov102852	2000_tarov76844	0.439448	2000
2000_tarov102852	2000_tarov76848	0.238767	2000
2000_tarov102852	2000_tarov76886	0.429497	2000
2000_tarov102852	2000_tarov77027	-0.054824	2000
2000_tarov102852	2000_tarov77050	0.185466	2000
2000_tarov102852	2000_tarov77109	0.249422	2000
2000_tarov102852	2000_tarov77152	0.246830	2000
2000_tarov102852	2000_tarov77184	0.214855	2000
2000_tarov102852	2000_tarov77197	0.102543	2000
2000_tarov102852	2000_tarov77266	0.177881	2000
2000_tarov102852	2000_tarov77289	0.423481	2000
2000_tarov102852	2000_tarov77366	0.466674	2000
2000_tarov102852	2000_tarov77455	0.485342	2000
2000_tarov102852	2000_tarov77521	0.330852	2000
2000_tarov102852	2000_tarov77575	0.208377	2000
2000_tarov102852	2000_tarov77805	0.642232	2000
2000_tarov102852	2000_tarov77861	0.315054	2000
2000_tarov102852	2000_tarov77880	0.222593	2000
2000_tarov102852	2000_tarov77894	0.384390	2000
2000_tarov102852	2000_tarov77927	0.284326	2000
2000_tarov102852	2000_tarov77954	0.388329	2000
2000_tarov102852	2000_tarov78086	0.542467	2000
2000_tarov102852	2000_tarov78122	0.310977	2000
2000_tarov102852	2000_tarov78168	0.382597	2000
2000_tarov102852	2000_tarov78232	0.193032	2000
2000_tarov102852	2000_tarov78319	0.524842	2000
2000_tarov102852	2000_tarov78379	0.432563	2000
2000_tarov102852	2000_tarov78412	0.320377	2000
2000_tarov102852	2000_tarov78493	0.043185	2000
2000_tarov102852	2000_tarov78502	-0.133131	2000
2000_tarov102852	2000_tarov78844	0.532604	2000
2000_tarov102852	2000_tarov78883	0.368841	2000
2000_tarov102852	2000_tarov79087	0.343267	2000
2000_tarov102852	2000_tarov79187	0.244409	2000
2000_tarov102852	2000_tarov79206	0.342036	2000
2000_tarov102852	2000_tarov79214	0.333923	2000
2000_tarov102852	2000_tarov79336	0.428107	2000
2000_tarov102852	2000_tarov79364	0.458680	2000
2000_tarov102852	2000_tarov79381	0.354715	2000
2000_tarov102852	2000_tarov79517	0.452947	2000
2000_tarov102852	2000_tarov79831	0.312406	2000
2000_tarov102852	2000_tarov80133	0.194121	2000
2000_tarov102852	2000_tarov80163	0.297093	2000
2000_tarov102852	2000_tarov80439	0.206730	2000
2000_tarov102852	2000_tarov80488	0.607688	2000
2000_tarov102852	2000_tarov80519	0.303490	2000
2000_tarov102852	2000_tarov80565	0.270256	2000
2000_tarov102852	2000_tarov80762	0.256999	2000
2000_tarov102852	2000_tarov80842	0.517202	2000
2000_tarov102852	2000_tarov80920	0.322048	2000
2000_tarov102852	2000_tarov90985	0.100688	2000
2000_tarov102852	2000_tarov91172	0.672048	2000
2000_tarov102852	2000_tarov91278	0.132165	2000
2000_tarov102852	2000_tarov91701	0.270433	2000
2000_tarov102852	2000_tarov91779	0.178292	2000
2000_tarov102852	2000_tarov91833	0.381736	2000
2000_tarov102852	2000_tarov91856	0.390632	2000
2000_tarov102852	2000_tarov91966	0.317950	2000
2000_tarov102852	2000_tarov92246	0.235916	2000
2000_tarov102852	2000_tarov93298	0.328069	2000
2000_tarov102852	2000_tarov93409	0.075569	2000
2000_tarov102852	2000_tarov94155	0.400367	2000
2000_tarov102852	2000_tarov94719	0.121679	2000
2000_tarov102852	2000_tarov94904	0.188759	2000
2000_tarov102852	2000_tarov95259	0.308901	2000
2000_tarov102852	2000_tarov95477	0.166318	2000
2000_tarov102852	2000_tarov95518	0.149373	2000
2000_tarov102852	2000_tarov95854	0.021353	2000
2000_tarov102852	2000_tarov96266	0.105829	2000
2000_tarov102852	2000_tarov96385	0.356603	2000
2000_tarov102852	2000_tarov96791	0.317134	2000
2000_tarov102852	2000_tarov96886	0.303058	2000
2000_tarov102852	2000_tarov97130	0.276811	2000
2000_tarov102852	2000_tarov97131	0.428362	2000
2000_tarov102852	2000_tarov97310	0.089503	2000
2000_tarov102852	2000_tarov97402	0.111403	2000
2000_tarov102852	2000_tarov97421	0.286834	2000
2000_tarov102852	2000_tarov97928	0.349930	2000
2000_tarov102852	2000_tarov97970	0.193166	2000
2000_tarov102852	2000_tarov98595	0.211604	2000
2000_tarov103907	2000_tarov104623	0.015315	2000
2000_tarov103907	2000_tarov106951	-0.010227	2000
2000_tarov103907	2000_tarov108278	0.414129	2000
2000_tarov103907	2000_tarov109179	0.154325	2000
2000_tarov103907	2000_tarov109218	0.187785	2000
2000_tarov103907	2000_tarov109395	0.285581	2000
2000_tarov103907	2000_tarov127334	0.176707	2000
2000_tarov103907	2000_tarov127514	0.531295	2000
2000_tarov103907	2000_tarov127870	0.430057	2000
2000_tarov103907	2000_tarov128173	0.305340	2000
2000_tarov103907	2000_tarov128316	0.308414	2000
2000_tarov103907	2000_tarov128336	0.166393	2000
2000_tarov103907	2000_tarov128450	0.147664	2000
2000_tarov103907	2000_tarov128768	0.041586	2000
2000_tarov103907	2000_tarov129069	0.396910	2000
2000_tarov103907	2000_tarov129461	0.282660	2000
2000_tarov103907	2000_tarov135337	0.539922	2000
2000_tarov103907	2000_tarov140036	0.227841	2000
2000_tarov103907	2000_tarov185073	0.087022	2000
2000_tarov103907	2000_tarov185096	0.109000	2000
2000_tarov103907	2000_tarov185613	0.216375	2000
2000_tarov103907	2000_tarov185657	0.206258	2000
2000_tarov103907	2000_tarov186147	0.312844	2000
2000_tarov103907	2000_tarov186533	0.527372	2000
2000_tarov103907	2000_tarov186840	0.427795	2000
2000_tarov103907	2000_tarov186983	0.081467	2000
2000_tarov103907	2000_tarov187160	0.288806	2000
2000_tarov103907	2000_tarov187207	0.283021	2000
2000_tarov103907	2000_tarov187225	0.146361	2000
2000_tarov103907	2000_tarov187238	0.159356	2000
2000_tarov103907	2000_tarov187243	0.423652	2000
2000_tarov103907	2000_tarov187416	0.192417	2000
2000_tarov103907	2000_tarov187805	0.395731	2000
2000_tarov103907	2000_tarov188373	0.370092	2000
2000_tarov103907	2000_tarov188425	0.365362	2000
2000_tarov103907	2000_tarov189038	0.141410	2000
2000_tarov103907	2000_tarov189226	0.163220	2000
2000_tarov103907	2000_tarov189281	0.310854	2000
2000_tarov103907	2000_tarov189784	0.103266	2000
2000_tarov103907	2000_tarov189826	0.221413	2000
2000_tarov103907	2000_tarov190332	0.336014	2000
2000_tarov103907	2000_tarov190937	0.056318	2000
2000_tarov103907	2000_tarov191736	0.101159	2000
2000_tarov103907	2000_tarov193258	0.212510	2000
2000_tarov103907	2000_tarov202212	0.307797	2000
2000_tarov103907	2000_tarov203267	0.150921	2000
2000_tarov103907	2000_tarov209030	0.408677	2000
2000_tarov103907	2000_tarov251610	0.284159	2000
2000_tarov103907	2000_tarov309754	0.109933	2000
2000_tarov103907	2000_tarov323546	0.208875	2000
2000_tarov103907	2000_tarov323913	0.196456	2000
2000_tarov103907	2000_tarov326723	0.052096	2000
2000_tarov103907	2000_tarov332115	0.255773	2000
2000_tarov103907	2000_tarov348921	0.320100	2000
2000_tarov103907	2000_tarov390775	0.167003	2000
2000_tarov103907	2000_tarov401691	-0.088625	2000
2000_tarov103907	2000_tarov412649	0.167122	2000
2000_tarov103907	2000_tarov55055	0.150594	2000
2000_tarov103907	2000_tarov55271	0.165872	2000
2000_tarov103907	2000_tarov55572	0.294761	2000
2000_tarov103907	2000_tarov56006	0.196808	2000
2000_tarov103907	2000_tarov56049	0.235902	2000
2000_tarov103907	2000_tarov56216	-0.055126	2000
2000_tarov103907	2000_tarov56446	0.191920	2000
2000_tarov103907	2000_tarov56456	0.163295	2000
2000_tarov103907	2000_tarov56919	0.328454	2000
2000_tarov103907	2000_tarov57325	0.245546	2000
2000_tarov103907	2000_tarov57465	-0.156845	2000
2000_tarov103907	2000_tarov57561	0.185434	2000
2000_tarov103907	2000_tarov57590	0.036764	2000
2000_tarov103907	2000_tarov57771	0.090276	2000
2000_tarov103907	2000_tarov57805	0.033738	2000
2000_tarov103907	2000_tarov57835	0.002175	2000
2000_tarov103907	2000_tarov57975	0.201429	2000
2000_tarov103907	2000_tarov58108	-0.004010	2000
2000_tarov103907	2000_tarov58118	0.129465	2000
2000_tarov103907	2000_tarov58190	0.330144	2000
2000_tarov103907	2000_tarov58540	0.361256	2000
2000_tarov103907	2000_tarov58671	0.060282	2000
2000_tarov103907	2000_tarov58716	0.220639	2000
2000_tarov103907	2000_tarov59123	0.121670	2000
2000_tarov103907	2000_tarov59176	0.321817	2000
2000_tarov103907	2000_tarov59185	0.403112	2000
2000_tarov103907	2000_tarov59424	-0.018022	2000
2000_tarov103907	2000_tarov59480	0.316091	2000
2000_tarov103907	2000_tarov59598	0.204779	2000
2000_tarov103907	2000_tarov59615	0.081072	2000
2000_tarov103907	2000_tarov59853	0.151117	2000
2000_tarov103907	2000_tarov59874	0.126743	2000
2000_tarov103907	2000_tarov60133	0.321597	2000
2000_tarov103907	2000_tarov60207	0.140582	2000
2000_tarov103907	2000_tarov60215	0.125897	2000
2000_tarov103907	2000_tarov60347	0.289491	2000
2000_tarov103907	2000_tarov60422	0.270395	2000
2000_tarov103907	2000_tarov60631	0.218402	2000
2000_tarov103907	2000_tarov61015	0.317518	2000
2000_tarov103907	2000_tarov61021	0.402983	2000
2000_tarov103907	2000_tarov61027	0.175473	2000
2000_tarov103907	2000_tarov61059	0.130234	2000
2000_tarov103907	2000_tarov61262	-0.053823	2000
2000_tarov103907	2000_tarov61357	0.341749	2000
2000_tarov103907	2000_tarov61433	0.432013	2000
2000_tarov103907	2000_tarov61508	0.174303	2000
2000_tarov103907	2000_tarov61939	0.123185	2000
2000_tarov103907	2000_tarov62008	0.272796	2000
2000_tarov103907	2000_tarov62012	0.416363	2000
2000_tarov103907	2000_tarov62050	0.454522	2000
2000_tarov103907	2000_tarov62185	0.296009	2000
2000_tarov103907	2000_tarov62193	0.398226	2000
2000_tarov103907	2000_tarov62309	0.501922	2000
2000_tarov103907	2000_tarov62326	0.416818	2000
2000_tarov103907	2000_tarov62359	-0.029919	2000
2000_tarov103907	2000_tarov62473	0.176065	2000
2000_tarov103907	2000_tarov62528	0.386995	2000
2000_tarov103907	2000_tarov62630	0.143627	2000
2000_tarov103907	2000_tarov62631	0.175949	2000
2000_tarov103907	2000_tarov62761	0.149588	2000
2000_tarov103907	2000_tarov62793	-0.003540	2000
2000_tarov103907	2000_tarov62917	0.330858	2000
2000_tarov103907	2000_tarov62941	0.205882	2000
2000_tarov103907	2000_tarov63559	0.261979	2000
2000_tarov103907	2000_tarov63613	0.356395	2000
2000_tarov103907	2000_tarov63755	0.226897	2000
2000_tarov103907	2000_tarov63774	0.111211	2000
2000_tarov103907	2000_tarov63776	0.087414	2000
2000_tarov103907	2000_tarov63992	0.213986	2000
2000_tarov103907	2000_tarov64135	0.598541	2000
2000_tarov103907	2000_tarov64162	0.051161	2000
2000_tarov103907	2000_tarov64317	0.308347	2000
2000_tarov103907	2000_tarov64448	0.197619	2000
2000_tarov103907	2000_tarov64589	0.154013	2000
2000_tarov103907	2000_tarov64729	0.067069	2000
2000_tarov103907	2000_tarov64880	0.330639	2000
2000_tarov103907	2000_tarov64965	0.287099	2000
2000_tarov103907	2000_tarov65123	0.091272	2000
2000_tarov103907	2000_tarov65210	-0.128393	2000
2000_tarov103907	2000_tarov65412	-0.013055	2000
2000_tarov103907	2000_tarov65492	0.194948	2000
2000_tarov103907	2000_tarov65860	0.245468	2000
2000_tarov103907	2000_tarov65863	0.072028	2000
2000_tarov103907	2000_tarov65883	0.191493	2000
2000_tarov103907	2000_tarov65951	0.077257	2000
2000_tarov103907	2000_tarov66008	0.221259	2000
2000_tarov103907	2000_tarov66036	0.329490	2000
2000_tarov103907	2000_tarov66220	0.130239	2000
2000_tarov103907	2000_tarov66305	0.263408	2000
2000_tarov103907	2000_tarov66648	-0.112294	2000
2000_tarov103907	2000_tarov66858	0.476354	2000
2000_tarov103907	2000_tarov66888	-0.003826	2000
2000_tarov103907	2000_tarov66997	-0.098565	2000
2000_tarov103907	2000_tarov67003	0.420671	2000
2000_tarov103907	2000_tarov67019	0.184449	2000
2000_tarov103907	2000_tarov67112	0.132137	2000
2000_tarov103907	2000_tarov67157	0.384088	2000
2000_tarov103907	2000_tarov67186	0.049861	2000
2000_tarov103907	2000_tarov67200	0.123751	2000
2000_tarov103907	2000_tarov67206	0.187258	2000
2000_tarov103907	2000_tarov67248	-0.112943	2000
2000_tarov103907	2000_tarov67371	0.227760	2000
2000_tarov103907	2000_tarov67514	-0.112982	2000
2000_tarov103907	2000_tarov67612	0.432478	2000
2000_tarov103907	2000_tarov67645	0.268490	2000
2000_tarov103907	2000_tarov67661	0.141497	2000
2000_tarov103907	2000_tarov67718	0.102372	2000
2000_tarov103907	2000_tarov67740	0.190086	2000
2000_tarov103907	2000_tarov67761	-0.018096	2000
2000_tarov103907	2000_tarov67912	0.078202	2000
2000_tarov103907	2000_tarov68089	0.388482	2000
2000_tarov103907	2000_tarov68279	0.146450	2000
2000_tarov103907	2000_tarov68320	0.239191	2000
2000_tarov103907	2000_tarov68404	0.293098	2000
2000_tarov103907	2000_tarov68480	-0.034526	2000
2000_tarov103907	2000_tarov68515	0.025319	2000
2000_tarov103907	2000_tarov68557	0.149118	2000
2000_tarov103907	2000_tarov68613	0.173236	2000
2000_tarov103907	2000_tarov68670	0.536062	2000
2000_tarov103907	2000_tarov68683	0.233299	2000
2000_tarov103907	2000_tarov68722	0.073992	2000
2000_tarov103907	2000_tarov68888	0.272776	2000
2000_tarov103907	2000_tarov69119	0.104342	2000
2000_tarov103907	2000_tarov69378	0.364649	2000
2000_tarov103907	2000_tarov69564	0.503678	2000
2000_tarov103907	2000_tarov69582	0.088916	2000
2000_tarov103907	2000_tarov69653	0.276976	2000
2000_tarov103907	2000_tarov69703	0.098219	2000
2000_tarov103907	2000_tarov69723	0.215467	2000
2000_tarov103907	2000_tarov69763	0.013717	2000
2000_tarov103907	2000_tarov69860	0.167332	2000
2000_tarov103907	2000_tarov69933	0.239270	2000
2000_tarov103907	2000_tarov70145	0.262297	2000
2000_tarov103907	2000_tarov70280	-0.030655	2000
2000_tarov103907	2000_tarov70342	0.192684	2000
2000_tarov103907	2000_tarov70404	0.188673	2000
